"Fold","Specificity","Sensitivity","Thresholds"
"Fold02",0.0350194552529183,1,0.00143631008257181
"Fold02",0.0389105058365759,1,0.00144671545087022
"Fold02",0.0428015564202335,1,0.00146323782612479
"Fold02",0.046692607003891,1,0.00148195546932256
"Fold02",0.0505836575875486,1,0.00148916388037544
"Fold02",0.0544747081712062,1,0.00149883238785404
"Fold02",0.0583657587548638,1,0.0015081774316126
"Fold02",0.0622568093385214,1,0.00152013476970757
"Fold02",0.066147859922179,1,0.00153650315530932
"Fold02",0.0700389105058366,1,0.00154785481907689
"Fold02",0.0739299610894942,1,0.00155734050393366
"Fold02",0.0778210116731518,1,0.00156151655530996
"Fold02",0.0817120622568093,1,0.00157165690233812
"Fold02",0.0856031128404669,1,0.00158649603903898
"Fold02",0.0894941634241245,1,0.00159351788817722
"Fold02",0.0933852140077821,1,0.00160395857758272
"Fold02",0.0972762645914397,1,0.00161789946225877
"Fold02",0.101167315175097,1,0.00163030772453078
"Fold02",0.105058365758755,1,0.00163899158013592
"Fold02",0.108949416342412,1,0.00164031919124445
"Fold02",0.11284046692607,1,0.00165171869868707
"Fold02",0.116731517509728,1,0.00167422570109814
"Fold02",0.120622568093385,1,0.00168945090376991
"Fold02",0.124513618677043,1,0.00171192825738985
"Fold02",0.1284046692607,1,0.0017312149553851
"Fold02",0.132295719844358,1,0.00173937075370543
"Fold02",0.136186770428016,1,0.00175165490584273
"Fold02",0.140077821011673,1,0.00175814192761355
"Fold02",0.143968871595331,1,0.00176456952962334
"Fold02",0.147859922178988,1,0.00177069680844189
"Fold02",0.151750972762646,1,0.0017728023859785
"Fold02",0.155642023346304,1,0.00180110705780984
"Fold02",0.159533073929961,1,0.00184462211218011
"Fold02",0.163424124513619,1,0.001865103751388
"Fold02",0.167315175097276,1,0.00187035959212407
"Fold02",0.171206225680934,1,0.00187333916947813
"Fold02",0.175097276264591,1,0.00188415888815447
"Fold02",0.178988326848249,1,0.00190835962326342
"Fold02",0.182879377431907,1,0.00192659327283159
"Fold02",0.186770428015564,1,0.00193457208670142
"Fold02",0.190661478599222,1,0.00195359069185612
"Fold02",0.194552529182879,1,0.00197162191666452
"Fold02",0.198443579766537,1,0.00197985992474102
"Fold02",0.202334630350195,1,0.00200202725840415
"Fold02",0.206225680933852,1,0.00202328861979039
"Fold02",0.21011673151751,1,0.00202811755989854
"Fold02",0.214007782101167,1,0.00203506036653312
"Fold02",0.217898832684825,1,0.00205162383223543
"Fold02",0.221789883268482,1,0.00206396121714704
"Fold02",0.22568093385214,1,0.00206510539767859
"Fold02",0.229571984435798,1,0.00206936042860985
"Fold02",0.233463035019455,1,0.00207437203476095
"Fold02",0.237354085603113,1,0.00207647720242533
"Fold02",0.237354085603113,0.977777777777778,0.00208857310719957
"Fold02",0.24124513618677,0.977777777777778,0.00210124556545413
"Fold02",0.245136186770428,0.977777777777778,0.00210344665130622
"Fold02",0.249027237354086,0.977777777777778,0.0021049993684991
"Fold02",0.252918287937743,0.977777777777778,0.00210731645910839
"Fold02",0.256809338521401,0.977777777777778,0.00211339546417744
"Fold02",0.260700389105058,0.977777777777778,0.00211910380025915
"Fold02",0.264591439688716,0.977777777777778,0.002121738898078
"Fold02",0.268482490272374,0.977777777777778,0.00213399584579159
"Fold02",0.272373540856031,0.977777777777778,0.0021481203536044
"Fold02",0.276264591439689,0.977777777777778,0.00215471634917194
"Fold02",0.280155642023346,0.977777777777778,0.0021585187783014
"Fold02",0.284046692607004,0.977777777777778,0.00216191903938814
"Fold02",0.287937743190661,0.977777777777778,0.00217116659178388
"Fold02",0.291828793774319,0.977777777777778,0.00218905495886428
"Fold02",0.295719844357977,0.977777777777778,0.00220591131425474
"Fold02",0.299610894941634,0.977777777777778,0.00221731823412256
"Fold02",0.303501945525292,0.977777777777778,0.0022240671347228
"Fold02",0.303501945525292,0.955555555555556,0.00222925337993137
"Fold02",0.307392996108949,0.955555555555556,0.00224046967479734
"Fold02",0.311284046692607,0.955555555555556,0.00225602660590286
"Fold02",0.315175097276265,0.955555555555556,0.00227219128516563
"Fold02",0.319066147859922,0.955555555555556,0.00227941547747614
"Fold02",0.32295719844358,0.955555555555556,0.00228346567261751
"Fold02",0.326848249027237,0.955555555555556,0.00230505833821877
"Fold02",0.330739299610895,0.955555555555556,0.00233468351341823
"Fold02",0.334630350194553,0.955555555555556,0.00235749632551331
"Fold02",0.33852140077821,0.955555555555556,0.00236979886222642
"Fold02",0.342412451361868,0.955555555555556,0.00239197262070708
"Fold02",0.346303501945525,0.955555555555556,0.00241421109170363
"Fold02",0.350194552529183,0.955555555555556,0.00242521237015615
"Fold02",0.35408560311284,0.955555555555556,0.00244358432057263
"Fold02",0.357976653696498,0.955555555555556,0.00245617014538698
"Fold02",0.361867704280156,0.955555555555556,0.00246253580615636
"Fold02",0.365758754863813,0.955555555555556,0.00247845615424379
"Fold02",0.369649805447471,0.955555555555556,0.00249620373297974
"Fold02",0.373540856031128,0.955555555555556,0.00250702604849982
"Fold02",0.377431906614786,0.955555555555556,0.00252489243148642
"Fold02",0.381322957198444,0.955555555555556,0.00256660425901818
"Fold02",0.385214007782101,0.955555555555556,0.00260520445144696
"Fold02",0.389105058365759,0.955555555555556,0.00261810597547931
"Fold02",0.392996108949416,0.955555555555556,0.00262545952672852
"Fold02",0.396887159533074,0.955555555555556,0.00266333378270939
"Fold02",0.400778210116732,0.955555555555556,0.00270582845735399
"Fold02",0.404669260700389,0.955555555555556,0.00271502830089246
"Fold02",0.408560311284047,0.955555555555556,0.00271950983090084
"Fold02",0.412451361867704,0.955555555555556,0.00272625672045444
"Fold02",0.416342412451362,0.955555555555556,0.00276326290843935
"Fold02",0.420233463035019,0.955555555555556,0.0028036263343898
"Fold02",0.424124513618677,0.955555555555556,0.00281943644104271
"Fold02",0.428015564202335,0.955555555555556,0.00288079518636379
"Fold02",0.431906614785992,0.955555555555556,0.00294328683283325
"Fold02",0.43579766536965,0.955555555555556,0.00297305876935403
"Fold02",0.439688715953307,0.955555555555556,0.00301652968872308
"Fold02",0.443579766536965,0.955555555555556,0.00304004720164184
"Fold02",0.447470817120623,0.955555555555556,0.00304558362248545
"Fold02",0.45136186770428,0.955555555555556,0.00308203306037952
"Fold02",0.455252918287938,0.955555555555556,0.00314356410806854
"Fold02",0.459143968871595,0.955555555555556,0.00317783913410928
"Fold02",0.463035019455253,0.955555555555556,0.00322357832036237
"Fold02",0.46692607003891,0.955555555555556,0.00326641172698741
"Fold02",0.470817120622568,0.955555555555556,0.00329558757232324
"Fold02",0.474708171206226,0.955555555555556,0.00336449623798239
"Fold02",0.478599221789883,0.955555555555556,0.00341164685578563
"Fold02",0.482490272373541,0.955555555555556,0.00344201345393131
"Fold02",0.486381322957198,0.955555555555556,0.00350192148895875
"Fold02",0.490272373540856,0.955555555555556,0.00356226920468012
"Fold02",0.494163424124514,0.955555555555556,0.0035893413971873
"Fold02",0.498054474708171,0.955555555555556,0.00362211727197016
"Fold02",0.501945525291829,0.955555555555556,0.00366079817174252
"Fold02",0.505836575875486,0.955555555555556,0.00367148295596292
"Fold02",0.509727626459144,0.955555555555556,0.00368919341941513
"Fold02",0.513618677042802,0.955555555555556,0.00370925213951758
"Fold02",0.517509727626459,0.955555555555556,0.00373781111356843
"Fold02",0.521400778210117,0.955555555555556,0.00382631446978754
"Fold02",0.521400778210117,0.933333333333333,0.0039183954660455
"Fold02",0.525291828793774,0.933333333333333,0.00396828952760207
"Fold02",0.529182879377432,0.933333333333333,0.00399678917018083
"Fold02",0.53307392996109,0.933333333333333,0.00402858050534356
"Fold02",0.536964980544747,0.933333333333333,0.00406895390871068
"Fold02",0.540856031128405,0.933333333333333,0.00411331071916556
"Fold02",0.544747081712062,0.933333333333333,0.00419337950859962
"Fold02",0.54863813229572,0.933333333333333,0.00425543191553232
"Fold02",0.552529182879377,0.933333333333333,0.00427748005460037
"Fold02",0.556420233463035,0.933333333333333,0.00434142375025477
"Fold02",0.560311284046693,0.933333333333333,0.00452346338254822
"Fold02",0.56420233463035,0.933333333333333,0.00471162761302604
"Fold02",0.568093385214008,0.933333333333333,0.00482337750832867
"Fold02",0.571984435797665,0.933333333333333,0.00489143687629375
"Fold02",0.575875486381323,0.933333333333333,0.00497252580075366
"Fold02",0.579766536964981,0.933333333333333,0.00504211809830874
"Fold02",0.583657587548638,0.933333333333333,0.00505332734782146
"Fold02",0.587548638132296,0.933333333333333,0.00507031468058269
"Fold02",0.591439688715953,0.933333333333333,0.00529642945964041
"Fold02",0.595330739299611,0.933333333333333,0.00556575329734317
"Fold02",0.599221789883268,0.933333333333333,0.00563817531521261
"Fold02",0.603112840466926,0.933333333333333,0.00572816805231784
"Fold02",0.607003891050584,0.933333333333333,0.00585560769367771
"Fold02",0.610894941634241,0.933333333333333,0.00595148293080076
"Fold02",0.614785992217899,0.933333333333333,0.00612284025134498
"Fold02",0.618677042801556,0.933333333333333,0.00636751627839204
"Fold02",0.622568093385214,0.933333333333333,0.00671562462959969
"Fold02",0.626459143968872,0.933333333333333,0.00711017088583052
"Fold02",0.630350194552529,0.933333333333333,0.00728416854489194
"Fold02",0.634241245136187,0.933333333333333,0.00738950666633478
"Fold02",0.638132295719844,0.933333333333333,0.00752495456242798
"Fold02",0.642023346303502,0.933333333333333,0.0076375095484083
"Fold02",0.64591439688716,0.933333333333333,0.00776351119196024
"Fold02",0.649805447470817,0.933333333333333,0.00798249147059571
"Fold02",0.653696498054475,0.933333333333333,0.00814332979073616
"Fold02",0.657587548638132,0.933333333333333,0.0082081596629423
"Fold02",0.66147859922179,0.933333333333333,0.00831193968839803
"Fold02",0.665369649805447,0.933333333333333,0.0084070075292852
"Fold02",0.669260700389105,0.933333333333333,0.00847032329125583
"Fold02",0.673151750972763,0.933333333333333,0.00850271403801491
"Fold02",0.67704280155642,0.933333333333333,0.00872023847749154
"Fold02",0.680933852140078,0.933333333333333,0.00904271448662805
"Fold02",0.684824902723735,0.933333333333333,0.00921384046004154
"Fold02",0.688715953307393,0.933333333333333,0.00933947010299194
"Fold02",0.692607003891051,0.933333333333333,0.00954665866659952
"Fold02",0.696498054474708,0.933333333333333,0.00968773471808317
"Fold02",0.700389105058366,0.933333333333333,0.0098043213383331
"Fold02",0.704280155642023,0.933333333333333,0.0100136718336218
"Fold02",0.708171206225681,0.933333333333333,0.010374447440358
"Fold02",0.712062256809339,0.933333333333333,0.0106503359996501
"Fold02",0.715953307392996,0.933333333333333,0.0106907444850597
"Fold02",0.719844357976654,0.933333333333333,0.0107386604801837
"Fold02",0.719844357976654,0.911111111111111,0.0108723691457247
"Fold02",0.723735408560311,0.911111111111111,0.0112361649710142
"Fold02",0.727626459143969,0.911111111111111,0.0119491862253851
"Fold02",0.731517509727626,0.911111111111111,0.0124466027217768
"Fold02",0.735408560311284,0.911111111111111,0.0127153542227125
"Fold02",0.739299610894942,0.911111111111111,0.0129706426794177
"Fold02",0.743190661478599,0.911111111111111,0.0133820322450187
"Fold02",0.747081712062257,0.911111111111111,0.0138725957975531
"Fold02",0.750972762645914,0.911111111111111,0.01424101959615
"Fold02",0.754863813229572,0.911111111111111,0.014547375403873
"Fold02",0.75875486381323,0.911111111111111,0.0146494619689092
"Fold02",0.762645914396887,0.911111111111111,0.0151206059196142
"Fold02",0.766536964980545,0.911111111111111,0.0156066850507748
"Fold02",0.770428015564202,0.911111111111111,0.0162267249623593
