"threshold","specificity","sensitivity"
0.00222388547552826,0.257410296411856,1
0.00222767257527826,0.258970358814353,1
0.00223148588003089,0.260530421216849,1
0.00223522616187783,0.262090483619345,1
0.00224035774401657,0.263650546021841,1
0.00224516957020915,0.265210608424337,1
0.00224961335568502,0.266770670826833,1
0.00225452122426614,0.268330733229329,1
0.00225837788685102,0.269890795631825,1
0.00226430871994124,0.271450858034321,1
0.00226800412794995,0.273010920436817,1
0.00226959086618634,0.274570982839314,1
0.0022708380604688,0.27613104524181,1
0.00227276116940065,0.277691107644306,1
0.00227470322345298,0.279251170046802,1
0.00227639975566637,0.280811232449298,1
0.00227923551911551,0.282371294851794,1
0.00228387132877991,0.28393135725429,1
0.00228818921653606,0.285491419656786,1
0.00229404182870936,0.287051482059282,1
0.00230284362729878,0.288611544461778,1
0.00230837365306445,0.290171606864275,1
0.00231218632033752,0.291731669266771,1
0.00231607884431092,0.293291731669267,1
0.00231931992007337,0.294851794071763,1
0.0023259722416757,0.296411856474259,1
0.00233413747005585,0.297971918876755,1
0.00233714852844166,0.299531981279251,1
0.00234355456764264,0.301092043681747,1
0.00235023772284948,0.302652106084243,1
0.00235771047441762,0.30421216848674,1
0.00236527290839969,0.305772230889236,1
0.0023669769376096,0.307332293291732,1
0.00236989203560048,0.310452418096724,1
0.00237151713441104,0.31201248049922,1
0.00237230529319701,0.313572542901716,1
0.00237364469273592,0.315132605304212,1
0.00237464319167192,0.316692667706708,1
0.00237575651359257,0.318252730109204,1
0.00237687597527577,0.3198127925117,1
0.00238045375873371,0.321372854914197,1
0.00238378196885784,0.322932917316693,1
0.00238493451012662,0.324492979719189,1
0.00238628999724317,0.326053042121685,1
0.00239096655099087,0.327613104524181,1
0.00240189137671276,0.329173166926677,1
0.00241116808999934,0.330733229329173,1
0.00241470660288607,0.332293291731669,1
0.00241577340591309,0.333853354134165,1
0.00241626305705828,0.335413416536661,1
0.00241684568844281,0.336973478939158,1
0.00241763507694562,0.338533541341654,1
0.00242004667910807,0.34009360374415,1
0.00242739497523987,0.341653666146646,1
0.00243349069906908,0.343213728549142,1
0.00243851440866667,0.344773790951638,1
0.00244424667446217,0.346333853354134,1
0.00244564833958713,0.34789391575663,1
0.00244621198514823,0.349453978159126,1
0.00244708958437039,0.351014040561622,1
0.00244843425682822,0.352574102964119,1
0.00245043112522978,0.354134165366615,1
0.00245177229889274,0.355694227769111,1
0.00245664423282117,0.357254290171607,1
0.00246340334571294,0.358814352574103,1
0.00246843500570177,0.360374414976599,1
0.00247129182996716,0.361934477379095,1
0.00247191607213055,0.363494539781591,1
0.00247278412911653,0.365054602184087,1
0.00247460025420354,0.366614664586583,1
0.0024785461290327,0.36817472698908,1
0.0024821585805466,0.369734789391576,1
0.00248368733037448,0.371294851794072,1
0.00248483500797717,0.372854914196568,1
0.0024861309574766,0.374414976599064,1
0.00248817724198544,0.37597503900156,1
0.00249062051679736,0.379095163806552,1
0.00249201973180633,0.380655226209048,1
0.00249311356385611,0.382215288611544,1
0.00249764989977427,0.383775351014041,1
0.00250639919209422,0.385335413416537,1
0.00251264090984034,0.386895475819033,1
0.00251587510812252,0.390015600624025,1
0.00252240198720447,0.391575663026521,1
0.00252921849601341,0.393135725429017,1
0.00253493018519178,0.394695787831513,1
0.00254179694573372,0.396255850234009,1
0.0025458707142523,0.397815912636505,1
0.00254703354304389,0.399375975039002,1
0.0025511769044938,0.400936037441498,1
0.00255514391951026,0.40405616224649,1
0.00255723300157363,0.405616224648986,1
0.00255937163357425,0.407176287051482,1
0.00255985034134659,0.408736349453978,1
0.00256238251466371,0.410296411856474,1
0.00257133419825383,0.41185647425897,1
0.00257866095755108,0.413416536661466,1
0.00258343033221285,0.414976599063963,1
0.00258853543749308,0.416536661466459,1
0.00259747054029351,0.418096723868955,1
0.00261063601871859,0.419656786271451,1
0.00261887681577044,0.421216848673947,1
0.00262296245015448,0.424336973478939,1
0.00262417403876266,0.425897035881435,1
0.00262851351444462,0.427457098283931,1
0.00263470875681478,0.429017160686427,1
0.00264160140610332,0.430577223088924,1
0.00264933810147476,0.43213728549142,1
0.00265336993406493,0.433697347893916,1
0.00265690301151356,0.435257410296412,1
0.00266074316357493,0.436817472698908,1
0.002664826789201,0.438377535101404,1
0.00267023935098234,0.4399375975039,1
0.00267392724644563,0.441497659906396,1
0.00267485759474899,0.443057722308892,1
0.00267907608489427,0.444617784711388,1
0.0026855535832263,0.446177847113885,1
0.00268876658234052,0.449297971918877,1
0.00268973033537199,0.450858034321373,1
0.00269668072287545,0.452418096723869,1
0.00270908910710895,0.453978159126365,1
0.00272004358341035,0.455538221528861,1
0.00273324552470306,0.457098283931357,1
0.00274690188797667,0.458658346333853,1
0.00275844418780731,0.460218408736349,1
0.00276652312385879,0.461778471138846,1
0.00276926874121476,0.463338533541342,1
0.00277164540562281,0.464898595943838,1
0.00277694641124757,0.466458658346334,1
0.00278243282379812,0.46801872074883,1
0.00278582217966964,0.469578783151326,1
0.00278890354270273,0.471138845553822,1
0.00280031825172244,0.472698907956318,1
0.00281096530136256,0.474258970358814,1
0.00281234473655117,0.47581903276131,1
0.00281627710980417,0.477379095163807,1
0.00282770843938363,0.478939157566303,1
0.00283741921334798,0.480499219968799,1
0.00284117533206594,0.482059282371295,1
0.00284543458151845,0.483619344773791,1
0.00286004362891884,0.485179407176287,1
0.00287469767232187,0.486739469578783,1
0.00287761927137614,0.488299531981279,1
0.00287910210183139,0.489859594383775,1
0.0028804289608948,0.491419656786271,1
0.00288390510544565,0.492979719188768,1
0.00290410536373186,0.494539781591264,1
0.00292161108489793,0.49609984399376,1
0.00292419522182081,0.497659906396256,1
0.00292736618671079,0.499219968798752,1
0.00293476245027467,0.500780031201248,1
0.00294360441043595,0.502340093603744,1
0.00294997939627955,0.50390015600624,1
0.00296067077523466,0.505460218408736,1
0.0029709806908478,0.507020280811232,1
0.00298143272010103,0.508580343213729,1
0.00299149676625446,0.510140405616225,1
0.00299732969956892,0.511700468018721,1
0.00300316278934059,0.513260530421217,1
0.00300626707603667,0.514820592823713,1
0.00300969721175703,0.516380655226209,1
0.00301756451447671,0.517940717628705,1
0.00302423426281916,0.521060842433697,1
0.00302874551718627,0.522620904836194,1
0.00303249043932247,0.52418096723869,1
0.00303626198119021,0.525741029641186,1
0.00304363375759989,0.527301092043682,1
0.00305059270456849,0.528861154446178,1
0.00305286904649136,0.530421216848674,1
0.0030615176316138,0.53198127925117,1
0.00308926751348732,0.533541341653666,1
0.00311149108082477,0.535101404056162,1
0.00311845190904581,0.536661466458658,1
0.0031226211605187,0.538221528861154,1
0.0031300512979482,0.539781591263651,1
0.00314392685419783,0.541341653666147,1
0.00315966096321703,0.542901716068643,1
0.00316940744640929,0.544461778471139,1
0.00317401656516951,0.546021840873635,1
0.0031814500266507,0.547581903276131,1
0.00318615654325709,0.549141965678627,1
0.00318768270579087,0.550702028081123,1
0.0031955602096881,0.552262090483619,1
0.00320749421703451,0.553822152886115,1
0.00321471238694579,0.555382215288612,1
0.00323103958363146,0.556942277691108,1
0.00324834588268486,0.558502340093604,1
0.00325374465419991,0.5600624024961,1
0.00327748696541391,0.561622464898596,1
0.00330012294687324,0.563182527301092,1
0.00330663361061038,0.564742589703588,1
0.00331498132194038,0.566302652106084,1
0.00333062595515108,0.56786271450858,1
0.00334602897099527,0.570982839313573,1
0.00334982379152357,0.572542901716069,1
0.00335750856957542,0.574102964118565,1
0.00336364481349618,0.575663026521061,1
0.00337491169345857,0.577223088923557,1
0.00339193127034653,0.578783151326053,1
0.0033982443037732,0.580343213728549,1
0.00340356597900353,0.581903276131045,1
0.00341464599684092,0.583463338533541,1
0.00342406007242294,0.585023400936037,1
0.00343810374436373,0.586583463338534,1
0.00346080573059086,0.58814352574103,1
0.0034756755218555,0.589703588143526,1
0.00350397866555694,0.591263650546022,1
0.00353680957720644,0.592823712948518,1
0.003546992022067,0.594383775351014,1
0.00355170039261398,0.59594383775351,1
0.00359340078623953,0.597503900156006,1
0.00364286176061955,0.599063962558502,1
0.00367445703402853,0.600624024960998,1
0.00369807124417466,0.602184087363494,1
0.00370737196126446,0.603744149765991,1
0.00371651503111078,0.605304212168487,1
0.00372535497030871,0.606864274570983,1
0.00375061507997003,0.608424336973479,1
0.00377284377987382,0.609984399375975,1
0.00377866488417505,0.611544461778471,1
0.00378414207822167,0.613104524180967,1
0.00378966383246222,0.614664586583463,1
0.00379556062092907,0.616224648985959,1
0.00382422397660048,0.617784711388456,1
0.00385154009064606,0.619344773790952,1
0.00385879135910891,0.620904836193448,1
0.00387916174472879,0.622464898595944,1
0.00389703151469001,0.62402496099844,1
0.0039038119203876,0.625585023400936,1
0.00396203843070292,0.627145085803432,1
0.00402333779570264,0.628705148205928,1
0.00404791383731478,0.630265210608424,1
0.00406787254237052,0.63182527301092,1
0.00415229207719366,0.633385335413417,1
0.00423980409343744,0.634945397815913,1
0.00425801507252624,0.636505460218409,1
0.00427342888327612,0.638065522620905,1
0.00428517749737494,0.639625585023401,1
0.00429500341497532,0.641185647425897,1
0.00430697056541061,0.642745709828393,1
0.00432332607368588,0.644305772230889,1
0.00435086996108298,0.645865834633385,1
0.00439318503830761,0.647425897035881,1
0.00443071073199671,0.648985959438378,1
0.0044529167082235,0.650546021840874,1
0.00447703173286693,0.65210608424337,1
0.00450952196106591,0.653666146645866,1
0.00461138928614409,0.655226209048362,1
0.00470244546289097,0.656786271450858,1
0.0047661125451253,0.658346333853354,1
0.0048313236895668,0.65990639625585,1
0.00484073798640681,0.663026521060842,1
0.00492470225600587,0.664586583463339,1
0.00503507895219355,0.666146645865835,1
0.00507959929207736,0.667706708268331,1
0.00512689716557975,0.669266770670827,1
0.00520571442347061,0.670826833073323,1
0.00525357886700265,0.672386895475819,1
0.00526529420473237,0.673946957878315,1
0.00531556278850962,0.675507020280811,1
0.00544241387700491,0.677067082683307,1
0.00553493708992886,0.678627145085803,1
0.00555035716381593,0.6801872074883,1
0.00561552952695644,0.681747269890796,1
0.00567282581719265,0.683307332293292,1
0.00570989043129675,0.684867394695788,1
0.00576716384063345,0.684867394695788,0.98780487804878
0.00582000452226502,0.686427457098284,0.98780487804878
0.00585473370114774,0.68798751950078,0.98780487804878
0.00596757150101083,0.689547581903276,0.98780487804878
0.00608231100256063,0.691107644305772,0.98780487804878
0.00611777935093785,0.692667706708268,0.98780487804878
0.00620847858585126,0.694227769110764,0.98780487804878
0.00632062744344781,0.69578783151326,0.98780487804878
0.00639582038043533,0.697347893915757,0.975609756097561
0.00643589095463145,0.698907956318253,0.975609756097561
0.0064549779758752,0.700468018720749,0.975609756097561
0.00650370669053096,0.703588143525741,0.975609756097561
0.00655604595246097,0.705148205928237,0.975609756097561
0.00658932811389498,0.706708268330733,0.975609756097561
0.00663199618582516,0.709828393135725,0.975609756097561
0.0066556889741485,0.711388455538221,0.975609756097561
0.00674369453697514,0.712948517940718,0.975609756097561
0.00694607156210817,0.714508580343214,0.975609756097561
0.00708719666111478,0.71606864274571,0.975609756097561
0.00711312928572103,0.717628705148206,0.975609756097561
0.00715564407989867,0.719188767550702,0.975609756097561
0.00723625017591186,0.720748829953198,0.975609756097561
0.00729370976264138,0.722308892355694,0.975609756097561
0.00732953131125187,0.72386895475819,0.975609756097561
0.00752243085832314,0.725429017160686,0.975609756097561
0.00769715039726422,0.726989079563182,0.975609756097561
0.00785753594600789,0.730109204368175,0.975609756097561
0.00807530842105394,0.731669266770671,0.975609756097561
0.00814156431213847,0.733229329173167,0.975609756097561
0.00825695843938275,0.734789391575663,0.975609756097561
0.00839344919355897,0.736349453978159,0.975609756097561
0.00849538318781674,0.737909516380655,0.975609756097561
0.00860188418623534,0.739469578783151,0.975609756097561
0.00865622813853086,0.741029641185647,0.975609756097561
0.00871602628951913,0.742589703588144,0.975609756097561
0.00876752385800992,0.74414976599064,0.975609756097561
0.00888830380407989,0.747269890795632,0.975609756097561
0.00903446670875528,0.748829953198128,0.975609756097561
0.00929338581323697,0.750390015600624,0.975609756097561
0.00954139573880932,0.75195007800312,0.975609756097561
0.00962796734360898,0.755070202808112,0.975609756097561
0.0096984161800186,0.756630265210608,0.975609756097561
0.00975941391711367,0.758190327613105,0.975609756097561
0.00982129355994807,0.759750390015601,0.975609756097561
0.00987994627788242,0.761310452418097,0.975609756097561
0.00993808176792486,0.762870514820593,0.975609756097561
0.0101742422979517,0.764430577223089,0.975609756097561
0.0104863633811158,0.765990639625585,0.975609756097561
0.0105922764091819,0.767550702028081,0.975609756097561
0.0106585176402542,0.769110764430577,0.975609756097561
0.0108473003791675,0.770670826833073,0.975609756097561
0.0109987051959999,0.772230889235569,0.975609756097561
0.0110267213120115,0.773790951638066,0.975609756097561
0.0110779305635744,0.775351014040562,0.975609756097561
0.0111511606892966,0.776911076443058,0.975609756097561
0.0111918873073615,0.776911076443058,0.963414634146341
0.0112455587892279,0.778471138845554,0.963414634146341
0.0114934220377549,0.78003120124805,0.963414634146341
0.0117512172611002,0.781591263650546,0.963414634146341
0.0118718297783085,0.783151326053042,0.963414634146341
0.0120741054940097,0.784711388455538,0.963414634146341
0.0123146508651971,0.786271450858034,0.963414634146341
0.0124229923569976,0.78783151326053,0.963414634146341
0.0124443893057192,0.789391575663027,0.963414634146341
0.0124960060111118,0.792511700468019,0.963414634146341
0.012597643077647,0.794071762870515,0.963414634146341
0.012813267045365,0.795631825273011,0.963414634146341
0.0130954170942577,0.797191887675507,0.963414634146341
0.013347551348684,0.798751950078003,0.963414634146341
0.0135548259421775,0.800312012480499,0.963414634146341
0.0136726784236668,0.801872074882995,0.963414634146341
0.0138091101260529,0.804992199687988,0.963414634146341
0.0140474248742654,0.806552262090484,0.963414634146341
0.0142440734151694,0.80811232449298,0.963414634146341
0.0143622523979724,0.811232449297972,0.963414634146341
0.0144637656874598,0.812792511700468,0.963414634146341
0.0145600819764787,0.814352574102964,0.963414634146341
0.0147533771710696,0.81591263650546,0.963414634146341
0.0149537763889715,0.817472698907956,0.963414634146341
0.0152122171127137,0.819032761310452,0.963414634146341
0.0156311489962163,0.820592823712949,0.963414634146341
0.0158494855686584,0.822152886115445,0.963414634146341
0.0158834050846479,0.823712948517941,0.963414634146341
0.0160554784627564,0.825273010920437,0.963414634146341
0.0162727922448399,0.826833073322933,0.963414634146341
0.016407717587057,0.828393135725429,0.963414634146341
0.0164714575032337,0.829953198127925,0.963414634146341
0.0164927542281516,0.833073322932917,0.963414634146341
0.0166579984275227,0.834633385335413,0.963414634146341
0.0168343762666106,0.83619344773791,0.963414634146341
0.0170157642052005,0.839313572542902,0.963414634146341
0.0173028909652313,0.839313572542902,0.951219512195122
0.0176012438196062,0.842433697347894,0.951219512195122
0.0179526215670112,0.84399375975039,0.951219512195122
0.0184320419114697,0.845553822152886,0.951219512195122
0.0187812662547213,0.847113884555382,0.951219512195122
0.0189981048524292,0.848673946957878,0.951219512195122
0.0191797317227091,0.85179407176287,0.951219512195122
0.0198425822930735,0.853354134165367,0.951219512195122
0.0209618811079141,0.856474258970359,0.951219512195122
0.0215867143654342,0.858034321372855,0.951219512195122
0.0217522851081198,0.859594383775351,0.951219512195122
0.021782044162792,0.861154446177847,0.951219512195122
0.0219054049718056,0.862714508580343,0.951219512195122
0.0220997897022141,0.864274570982839,0.951219512195122
0.0222343943394838,0.865834633385335,0.951219512195122
0.0223223370410634,0.867394695787831,0.951219512195122
0.0224653826577515,0.868954758190328,0.951219512195122
0.0226341578012667,0.870514820592824,0.951219512195122
0.0229193106447766,0.873634945397816,0.951219512195122
0.0234616307210049,0.875195007800312,0.951219512195122
0.0239561480047107,0.875195007800312,0.939024390243902
0.0246558495868332,0.876755070202808,0.939024390243902
0.0253738888739351,0.876755070202808,0.926829268292683
0.0258568242024208,0.878315132605304,0.926829268292683
0.0264678828254743,0.878315132605304,0.914634146341463
0.0271234558170852,0.8798751950078,0.914634146341463
0.0282096615430961,0.881435257410296,0.914634146341463
0.0294505337258588,0.882995319812793,0.914634146341463
0.0301302672667678,0.884555382215289,0.914634146341463
0.0303668411347791,0.886115444617785,0.914634146341463
0.0304525773547837,0.887675507020281,0.914634146341463
0.0305894922640222,0.887675507020281,0.902439024390244
0.03084628072431,0.889235569422777,0.902439024390244
0.0311841235003566,0.890795631825273,0.902439024390244
0.0314326871978968,0.892355694227769,0.902439024390244
0.0316147723913272,0.893915756630265,0.902439024390244
0.0320864095080658,0.895475819032761,0.902439024390244
0.0324931569337113,0.898595943837754,0.902439024390244
0.0337870493898658,0.90015600624025,0.902439024390244
0.0356083940206887,0.901716068642746,0.902439024390244
0.0366778056789145,0.903276131045242,0.902439024390244
0.0381791858350568,0.904836193447738,0.902439024390244
0.0392618804121793,0.904836193447738,0.890243902439024
0.0397057173979182,0.906396255850234,0.890243902439024
0.0410311196532581,0.90795631825273,0.890243902439024
0.0432111979961062,0.909516380655226,0.890243902439024
0.044531148750193,0.911076443057722,0.890243902439024
0.0450626112634723,0.912636505460218,0.890243902439024
0.0458033879829305,0.914196567862715,0.890243902439024
0.0461602977184663,0.914196567862715,0.878048780487805
0.0466666207822772,0.915756630265211,0.878048780487805
0.0476787639211619,0.917316692667707,0.878048780487805
0.0484159226951103,0.918876755070203,0.878048780487805
0.048640238429691,0.918876755070203,0.865853658536585
0.049284779873846,0.918876755070203,0.853658536585366
0.0503421304447865,0.921996879875195,0.853658536585366
0.0519821299719819,0.923556942277691,0.853658536585366
0.0537805501440866,0.923556942277691,0.841463414634146
0.054556679892857,0.925117004680187,0.841463414634146
0.0572041144653565,0.926677067082683,0.841463414634146
0.0615884387072618,0.92823712948518,0.841463414634146
0.0669617874586765,0.929797191887676,0.841463414634146
0.0722208300204653,0.931357254290172,0.841463414634146
0.0742981355514839,0.932917316692668,0.841463414634146
0.0749643016543615,0.932917316692668,0.829268292682927
0.0753932500389436,0.934477379095164,0.829268292682927
0.0770252975768304,0.934477379095164,0.817073170731707
0.0789137303055144,0.93603744149766,0.817073170731707
0.0803528357959145,0.937597503900156,0.817073170731707
0.0854482282289724,0.940717628705148,0.817073170731707
0.0901819206174558,0.942277691107644,0.817073170731707
0.092655074319097,0.94383775351014,0.817073170731707
0.10041437154565,0.945397815912636,0.817073170731707
0.10793512012744,0.946957878315133,0.817073170731707
0.10970844618049,0.946957878315133,0.804878048780488
0.113042721985214,0.948517940717629,0.804878048780488
0.116834911964632,0.950078003120125,0.804878048780488
0.123940112577669,0.951638065522621,0.804878048780488
0.130345401084781,0.953198127925117,0.804878048780488
0.138984035188952,0.954758190327613,0.804878048780488
0.150568426428693,0.956318252730109,0.804878048780488
0.155071367079487,0.957878315132605,0.804878048780488
0.158516990555222,0.959438377535101,0.804878048780488
0.167938977537571,0.960998439937597,0.804878048780488
0.178339817891601,0.962558502340094,0.804878048780488
0.183289091170219,0.96411856474259,0.804878048780488
0.18752060994285,0.96411856474259,0.792682926829268
0.193442042295278,0.965678627145086,0.792682926829268
0.224407330060937,0.967238689547582,0.792682926829268
0.273835559922053,0.968798751950078,0.792682926829268
0.321852871275301,0.970358814352574,0.792682926829268
0.355232400139747,0.970358814352574,0.780487804878049
0.364434857614785,0.970358814352574,0.768292682926829
0.367583301892754,0.97191887675507,0.768292682926829
0.379097610094121,0.973478939157566,0.768292682926829
0.393196098079213,0.975039001560062,0.768292682926829
0.399227250012953,0.975039001560062,0.75609756097561
0.406446110288575,0.976599063962558,0.75609756097561
0.415297377684137,0.978159126365055,0.75609756097561
0.419094313229122,0.979719188767551,0.75609756097561
0.427736143168633,0.981279251170047,0.75609756097561
0.443309716649421,0.982839313572543,0.75609756097561
0.452123917995242,0.984399375975039,0.75609756097561
0.455932195166046,0.985959438377535,0.75609756097561
0.46866810402654,0.987519500780031,0.75609756097561
0.505987005058614,0.987519500780031,0.74390243902439
0.537860672096168,0.987519500780031,0.731707317073171
0.549121687033314,0.987519500780031,0.719512195121951
0.56118048542213,0.987519500780031,0.707317073170732
0.567759233594506,0.987519500780031,0.695121951219512
0.576350160506166,0.989079563182527,0.695121951219512
0.592007001250504,0.990639625585023,0.695121951219512
0.629785468896148,0.99219968798752,0.695121951219512
0.680265122242687,0.99219968798752,0.682926829268293
0.73134828974018,0.993759750390016,0.682926829268293
0.764038151384011,0.995319812792512,0.682926829268293
0.768554910189234,0.995319812792512,0.670731707317073
0.774524517831288,0.996879875195008,0.670731707317073
0.780053947569336,0.996879875195008,0.658536585365854
0.787248112808348,0.996879875195008,0.646341463414634
0.793351605123864,0.996879875195008,0.634146341463415
0.799252778840943,0.996879875195008,0.621951219512195
0.810035463823446,0.996879875195008,0.609756097560976
0.816783430453261,0.996879875195008,0.597560975609756
0.819065004342721,0.996879875195008,0.585365853658537
0.82217580464559,0.996879875195008,0.573170731707317
0.825208003822433,0.996879875195008,0.560975609756098
0.83533617620953,0.996879875195008,0.536585365853659
0.84472798819604,0.996879875195008,0.524390243902439
0.851198435735924,0.996879875195008,0.51219512195122
0.85923156078837,0.996879875195008,0.5
0.862591618444913,0.996879875195008,0.48780487804878
0.86658825846991,0.996879875195008,0.475609756097561
0.87112218558998,0.996879875195008,0.463414634146341
0.879034707540139,0.996879875195008,0.451219512195122
0.887705924006347,0.996879875195008,0.439024390243902
0.893897321779907,0.996879875195008,0.426829268292683
0.905719958379326,0.996879875195008,0.414634146341463
0.917064036086865,0.998439937597504,0.414634146341463
0.923297216727462,0.998439937597504,0.402439024390244
0.926389393356003,0.998439937597504,0.390243902439024
