"Threshold","Recall","Precision","F1"
0.00207130695426545,1,0.135537190082645,0.238719068413392
0.00207315878475345,1,0.135761589403974,0.239067055393586
0.00207515777397911,1,0.135986733001658,0.239416058394161
0.0020784864856996,1,0.136212624584718,0.239766081871345
0.002088614395711,1,0.136439267886855,0.240117130307467
0.00209644180329024,1,0.136666666666667,0.240469208211144
0.00209727915619176,1,0.136894824707846,0.240822320117474
0.00209888518689287,1,0.137123745819398,0.241176470588235
0.0020999731783039,1,0.137353433835846,0.241531664212077
0.00210052685475447,1,0.13758389261745,0.24188790560472
0.00210385849495214,1,0.13781512605042,0.242245199409158
0.00210948666761462,1,0.138047138047138,0.242603550295858
0.00211277230848945,1,0.138279932546374,0.242962962962963
0.00211350623953182,1,0.138513513513514,0.243323442136499
0.00211427826425347,1,0.138747884940778,0.243684992570579
0.00211909760988192,1,0.138983050847458,0.244047619047619
0.00212401977398382,1,0.139219015280136,0.24441132637854
0.00212480486965627,1,0.139455782312925,0.244776119402985
0.00212498561889005,1,0.1396933560477,0.245142002989537
0.00212521959509762,1,0.139931740614334,0.245508982035928
0.00212642101803962,1,0.14017094017094,0.245877061469265
0.00213108927468239,1,0.14041095890411,0.246246246246246
0.002135856549808,1,0.14065180102916,0.246616541353383
0.00213769934707513,1,0.140893470790378,0.246987951807229
0.00213978613162006,1,0.141135972461274,0.2473604826546
0.00214185989322708,1,0.141379310344828,0.24773413897281
0.00214315953730601,1,0.141623488773748,0.248108925869894
0.00214399143948254,1,0.141868512110727,0.248484848484849
0.00214516531430336,1,0.1421143847487,0.24886191198786
0.00214655076404778,1,0.142361111111111,0.249240121580547
0.00215336731632987,1,0.142608695652174,0.249619482496195
0.00216081425955436,1,0.142857142857143,0.25
0.00216276698407327,1,0.143106457242583,0.250381679389313
0.00216394500698659,1,0.143356643356643,0.250764525993884
0.00216780688764054,1,0.143607705779334,0.25114854517611
0.00217249687265558,1,0.143859649122807,0.251533742331288
0.00217378844484446,1,0.144112478031634,0.251920122887865
0.00217504358178415,1,0.144366197183099,0.252307692307692
0.00217729790244346,1,0.144620811287478,0.252696456086287
0.00218793496422747,1,0.144876325088339,0.253086419753086
0.0021983427119445,1,0.145132743362832,0.253477588871716
0.00220023693191907,1,0.145390070921986,0.253869969040248
0.00220283018055017,1,0.145648312611012,0.254263565891473
0.002207226606998,1,0.145907473309609,0.254658385093168
0.00221273868521819,1,0.146167557932264,0.255054432348367
0.00221743022649111,1,0.146428571428571,0.255451713395639
0.00222026054320716,1,0.146690518783542,0.25585023400936
0.00222388547552826,1,0.146953405017921,0.25625
0.00222767257527826,1,0.14721723518851,0.256651017214397
0.00223148588003089,1,0.147482014388489,0.25705329153605
0.00223522616187783,1,0.147747747747748,0.2574568288854
0.00224035774401657,1,0.148014440433213,0.257861635220126
0.00224516957020915,1,0.148282097649186,0.258267716535433
0.00224961335568502,1,0.148550724637681,0.258675078864353
0.00225452122426614,1,0.148820326678766,0.259083728278041
0.00225837788685102,1,0.149090909090909,0.259493670886076
0.00226430871994124,1,0.14936247723133,0.259904912836767
0.00226800412794995,1,0.14963503649635,0.26031746031746
0.00226959086618634,1,0.149908592321755,0.260731319554849
0.0022708380604688,1,0.15018315018315,0.261146496815287
0.00227276116940065,1,0.15045871559633,0.261562998405104
0.00227470322345298,1,0.150735294117647,0.261980830670927
0.00227639975566637,1,0.151012891344383,0.2624
0.00227923551911551,1,0.151291512915129,0.262820512820513
0.00228387132877991,1,0.151571164510166,0.263242375601926
0.00228818921653606,1,0.151851851851852,0.263665594855305
0.00229404182870936,1,0.152133580705009,0.264090177133655
0.00230284362729878,1,0.152416356877323,0.264516129032258
0.00230837365306445,1,0.152700186219739,0.264943457189015
0.00231218632033752,1,0.152985074626866,0.26537216828479
0.00231607884431092,1,0.153271028037383,0.26580226904376
0.00231931992007337,1,0.153558052434457,0.266233766233766
0.0023259722416757,1,0.153846153846154,0.266666666666667
0.00233413747005585,1,0.154135338345865,0.267100977198697
0.00233714852844166,1,0.154425612052731,0.267536704730832
0.00234355456764264,1,0.154716981132075,0.26797385620915
0.00235023772284948,1,0.155009451795841,0.268412438625205
0.00235771047441762,1,0.15530303030303,0.268852459016393
0.00236527290839969,1,0.155597722960152,0.269293924466338
0.0023669769376096,1,0.155893536121673,0.269736842105263
0.00236989203560048,1,0.156488549618321,0.270627062706271
0.00237151713441104,1,0.15678776290631,0.271074380165289
0.00237230529319701,1,0.157088122605364,0.271523178807947
0.00237364469273592,1,0.157389635316699,0.271973466003317
0.00237464319167192,1,0.157692307692308,0.272425249169435
0.00237575651359257,1,0.157996146435453,0.27287853577371
0.00237687597527577,1,0.158301158301158,0.273333333333333
0.00238045375873371,1,0.158607350096712,0.273789649415693
0.00238378196885784,1,0.158914728682171,0.274247491638796
0.00238493451012662,1,0.159223300970874,0.274706867671692
0.00238628999724317,1,0.159533073929961,0.275167785234899
0.00239096655099087,1,0.159844054580897,0.27563025210084
0.00240189137671276,1,0.16015625,0.276094276094276
0.00241116808999934,1,0.160469667318982,0.276559865092749
0.00241470660288607,1,0.16078431372549,0.277027027027027
0.00241577340591309,1,0.161100196463654,0.277495769881557
0.00241626305705828,1,0.161417322834646,0.277966101694915
0.00241684568844281,1,0.161735700197239,0.278438030560272
0.00241763507694562,1,0.162055335968379,0.27891156462585
0.00242004667910807,1,0.162376237623762,0.2793867120954
0.00242739497523987,1,0.162698412698413,0.279863481228669
0.00243349069906908,1,0.163021868787276,0.28034188034188
0.00243851440866667,1,0.163346613545817,0.280821917808219
0.00244424667446217,1,0.163672654690619,0.281303602058319
0.00244564833958713,1,0.164,0.281786941580756
0.00244621198514823,1,0.164328657314629,0.282271944922547
0.00244708958437039,1,0.164658634538153,0.282758620689655
0.00244843425682822,1,0.164989939637827,0.283246977547496
0.00245043112522978,1,0.165322580645161,0.283737024221453
0.00245177229889274,1,0.165656565656566,0.2842287694974
0.00245664423282117,1,0.165991902834008,0.284722222222222
0.00246340334571294,1,0.16632860040568,0.285217391304348
0.00246843500570177,1,0.166666666666667,0.285714285714286
0.00247129182996716,1,0.167006109979633,0.286212914485166
0.00247191607213055,1,0.16734693877551,0.286713286713287
0.00247278412911653,1,0.167689161554192,0.287215411558669
0.00247460025420354,1,0.168032786885246,0.287719298245614
0.0024785461290327,1,0.168377823408624,0.288224956063269
0.0024821585805466,1,0.168724279835391,0.288732394366197
0.00248368733037448,1,0.169072164948454,0.289241622574956
0.00248483500797717,1,0.169421487603306,0.289752650176678
0.0024861309574766,1,0.169772256728778,0.290265486725664
0.00248817724198544,1,0.170124481327801,0.290780141843972
0.00249062051679736,1,0.170833333333333,0.291814946619217
0.00249201973180633,1,0.171189979123173,0.292335115864528
0.00249311356385611,1,0.171548117154812,0.292857142857143
0.00249764989977427,1,0.171907756813417,0.293381037567084
0.00250639919209422,1,0.172268907563025,0.293906810035842
0.00251264090984034,1,0.172631578947368,0.29443447037702
0.00251587510812252,1,0.173361522198731,0.295495495495495
0.00252240198720447,1,0.173728813559322,0.296028880866426
0.00252921849601341,1,0.174097664543524,0.296564195298373
0.00253493018519178,1,0.174468085106383,0.297101449275362
0.00254179694573372,1,0.174840085287847,0.297640653357532
0.0025458707142523,1,0.175213675213675,0.298181818181818
0.00254703354304389,1,0.17558886509636,0.298724954462659
0.0025511769044938,1,0.175965665236052,0.299270072992701
0.00255514391951026,1,0.176724137931034,0.3003663003663
0.00255723300157363,1,0.177105831533477,0.300917431192661
0.00255937163357425,1,0.177489177489178,0.301470588235294
0.00255985034134659,1,0.177874186550976,0.302025782688766
0.00256238251466371,1,0.178260869565217,0.302583025830258
0.00257133419825383,1,0.178649237472767,0.303142329020333
0.00257866095755108,1,0.179039301310044,0.303703703703704
0.00258343033221285,1,0.179431072210066,0.304267161410019
0.00258853543749308,1,0.179824561403509,0.304832713754647
0.00259747054029351,1,0.18021978021978,0.305400372439479
0.00261063601871859,1,0.180616740088106,0.305970149253731
0.00261887681577044,1,0.181015452538631,0.306542056074766
0.00262296245015448,1,0.181818181818182,0.307692307692308
0.00262417403876266,1,0.182222222222222,0.308270676691729
0.00262851351444462,1,0.182628062360802,0.308851224105461
0.00263470875681478,1,0.183035714285714,0.309433962264151
0.00264160140610332,1,0.1834451901566,0.310018903591682
0.00264933810147476,1,0.183856502242152,0.310606060606061
0.00265336993406493,1,0.184269662921348,0.311195445920304
0.00265690301151356,1,0.184684684684685,0.311787072243346
0.00266074316357493,1,0.18510158013544,0.312380952380952
0.002664826789201,1,0.18552036199095,0.312977099236641
0.00267023935098234,1,0.1859410430839,0.31357552581262
0.00267392724644563,1,0.186363636363636,0.314176245210728
0.00267485759474899,1,0.186788154897494,0.314779270633397
0.00267907608489427,1,0.187214611872146,0.315384615384615
0.0026855535832263,1,0.187643020594966,0.315992292870906
0.00268876658234052,1,0.188505747126437,0.317214700193424
0.00268973033537199,1,0.188940092165899,0.317829457364341
0.00269668072287545,1,0.189376443418014,0.318446601941748
0.00270908910710895,1,0.189814814814815,0.319066147859922
0.00272004358341035,1,0.190255220417633,0.319688109161793
0.00273324552470306,1,0.190697674418605,0.3203125
0.00274690188797667,1,0.191142191142191,0.320939334637965
0.00275844418780731,1,0.191588785046729,0.32156862745098
0.00276652312385879,1,0.192037470725995,0.322200392927308
0.00276926874121476,1,0.192488262910798,0.322834645669291
0.00277164540562281,1,0.192941176470588,0.323471400394477
0.00277694641124757,1,0.193396226415094,0.324110671936759
0.00278243282379812,1,0.193853427895981,0.324752475247525
0.00278582217966964,1,0.194312796208531,0.325396825396825
0.00278890354270273,1,0.194774346793349,0.326043737574553
0.00280031825172244,1,0.195238095238095,0.326693227091633
0.00281096530136256,1,0.195704057279236,0.327345309381238
0.00281234473655117,1,0.196172248803828,0.328
0.00281627710980417,1,0.196642685851319,0.328657314629259
0.00282770843938363,1,0.197115384615385,0.329317269076305
0.00283741921334798,1,0.197590361445783,0.329979879275654
0.00284117533206594,1,0.198067632850242,0.330645161290323
0.00284543458151845,1,0.198547215496368,0.331313131313131
0.00286004362891884,1,0.199029126213592,0.331983805668016
0.00287469767232187,1,0.199513381995134,0.332657200811359
0.00287761927137614,1,0.2,0.333333333333333
0.00287910210183139,1,0.200488997555012,0.334012219959267
0.0028804289608948,1,0.200980392156863,0.33469387755102
0.00288390510544565,1,0.201474201474201,0.335378323108384
0.00290410536373186,1,0.201970443349754,0.336065573770492
0.00292161108489793,1,0.202469135802469,0.336755646817249
0.00292419522182081,1,0.202970297029703,0.337448559670782
0.00292736618671079,1,0.203473945409429,0.338144329896907
0.00293476245027467,1,0.203980099502488,0.338842975206612
0.00294360441043595,1,0.204488778054863,0.339544513457557
0.00294997939627955,1,0.205,0.340248962655602
0.00296067077523466,1,0.205513784461153,0.340956340956341
0.0029709806908478,1,0.206030150753769,0.341666666666667
0.00298143272010103,1,0.206549118387909,0.342379958246347
0.00299149676625446,1,0.207070707070707,0.343096234309623
0.00299732969956892,1,0.207594936708861,0.343815513626834
0.00300316278934059,1,0.208121827411168,0.34453781512605
0.00300626707603667,1,0.208651399491094,0.345263157894737
0.00300969721175703,1,0.209183673469388,0.345991561181435
0.00301756451447671,1,0.209718670076726,0.346723044397463
0.00302423426281916,1,0.210796915167095,0.348195329087049
0.00302874551718627,1,0.211340206185567,0.348936170212766
0.00303249043932247,1,0.211886304909561,0.349680170575693
0.00303626198119021,1,0.212435233160622,0.35042735042735
0.00304363375759989,1,0.212987012987013,0.35117773019272
0.00305059270456849,1,0.213541666666667,0.351931330472103
0.00305286904649136,1,0.214099216710183,0.352688172043011
0.0030615176316138,1,0.214659685863874,0.353448275862069
0.00308926751348732,1,0.215223097112861,0.354211663066955
0.00311149108082477,1,0.215789473684211,0.354978354978355
0.00311845190904581,1,0.216358839050132,0.355748373101952
0.0031226211605187,1,0.216931216931217,0.356521739130435
0.0031300512979482,1,0.217506631299735,0.357298474945534
0.00314392685419783,1,0.218085106382979,0.358078602620087
0.00315966096321703,1,0.218666666666667,0.358862144420131
0.00316940744640929,1,0.219251336898396,0.359649122807018
0.00317401656516951,1,0.219839142091153,0.36043956043956
0.0031814500266507,1,0.220430107526882,0.361233480176211
0.00318615654325709,1,0.221024258760108,0.362030905077263
0.00318768270579087,1,0.221621621621622,0.36283185840708
0.0031955602096881,1,0.222222222222222,0.363636363636364
0.00320749421703451,1,0.222826086956522,0.364444444444444
0.00321471238694579,1,0.223433242506812,0.365256124721604
0.00323103958363146,1,0.224043715846995,0.366071428571429
0.00324834588268486,1,0.224657534246575,0.366890380313199
0.00325374465419991,1,0.225274725274725,0.367713004484305
0.00327748696541391,1,0.225895316804408,0.368539325842697
0.00330012294687324,1,0.226519337016575,0.369369369369369
0.00330663361061038,1,0.227146814404432,0.37020316027088
0.00331498132194038,1,0.227777777777778,0.3710407239819
0.00333062595515108,1,0.22841225626741,0.3718820861678
0.00334602897099527,1,0.2296918767507,0.373576309794989
0.00334982379152357,1,0.230337078651685,0.374429223744292
0.00335750856957542,1,0.230985915492958,0.375286041189931
0.00336364481349618,1,0.231638418079096,0.376146788990826
0.00337491169345857,1,0.232294617563739,0.377011494252874
0.00339193127034653,1,0.232954545454545,0.377880184331797
0.0033982443037732,1,0.233618233618234,0.378752886836028
0.00340356597900353,1,0.234285714285714,0.37962962962963
0.00341464599684092,1,0.234957020057307,0.380510440835267
0.00342406007242294,1,0.235632183908046,0.381395348837209
0.00343810374436373,1,0.236311239193084,0.382284382284382
0.00346080573059086,1,0.236994219653179,0.383177570093458
0.0034756755218555,1,0.23768115942029,0.384074941451991
0.00350397866555694,1,0.238372093023256,0.384976525821596
0.00353680957720644,1,0.239067055393586,0.385882352941177
0.003546992022067,1,0.239766081871345,0.386792452830189
0.00355170039261398,1,0.240469208211144,0.387706855791962
0.00359340078623953,1,0.241176470588235,0.388625592417062
0.00364286176061955,1,0.24188790560472,0.389548693586698
0.00367445703402853,1,0.242603550295858,0.39047619047619
0.00369807124417466,1,0.243323442136499,0.391408114558473
0.00370737196126446,1,0.244047619047619,0.392344497607655
0.00371651503111078,1,0.244776119402985,0.393285371702638
0.00372535497030871,1,0.245508982035928,0.394230769230769
0.00375061507997003,1,0.246246246246246,0.395180722891566
0.00377284377987382,1,0.246987951807229,0.396135265700483
0.00377866488417505,1,0.24773413897281,0.397094430992736
0.00378414207822167,1,0.248484848484848,0.398058252427184
0.00378966383246222,1,0.249240121580547,0.399026763990268
0.00379556062092907,1,0.25,0.4
0.00382422397660048,1,0.250764525993884,0.400977995110024
0.00385154009064606,1,0.251533742331288,0.401960784313726
0.00385879135910891,1,0.252307692307692,0.402948402948403
0.00387916174472879,1,0.253086419753086,0.403940886699507
0.00389703151469001,1,0.253869969040248,0.404938271604938
0.0039038119203876,1,0.254658385093168,0.405940594059406
0.00396203843070292,1,0.255451713395639,0.406947890818859
0.00402333779570264,1,0.25625,0.407960199004975
0.00404791383731478,1,0.25705329153605,0.408977556109726
0.00406787254237052,1,0.257861635220126,0.41
0.00415229207719366,1,0.258675078864353,0.411027568922306
0.00423980409343744,1,0.259493670886076,0.412060301507538
0.00425801507252624,1,0.26031746031746,0.413098236775819
0.00427342888327612,1,0.261146496815287,0.414141414141414
0.00428517749737494,1,0.261980830670927,0.415189873417722
0.00429500341497532,1,0.262820512820513,0.416243654822335
0.00430697056541061,1,0.263665594855305,0.417302798982188
0.00432332607368588,1,0.264516129032258,0.418367346938775
0.00435086996108298,1,0.26537216828479,0.419437340153453
0.00439318503830761,1,0.266233766233766,0.42051282051282
0.00443071073199671,1,0.267100977198697,0.42159383033419
0.0044529167082235,1,0.26797385620915,0.422680412371134
0.00447703173286693,1,0.268852459016393,0.423772609819121
0.00450952196106591,1,0.269736842105263,0.424870466321243
0.00461138928614409,1,0.270627062706271,0.425974025974026
0.00470244546289097,1,0.271523178807947,0.427083333333333
0.0047661125451253,1,0.272425249169435,0.428198433420366
0.0048313236895668,1,0.273333333333333,0.429319371727749
0.00484073798640681,1,0.275167785234899,0.431578947368421
0.00492470225600587,1,0.276094276094276,0.432717678100264
0.00503507895219355,1,0.277027027027027,0.433862433862434
0.00507959929207736,1,0.277966101694915,0.43501326259947
0.00512689716557975,1,0.27891156462585,0.436170212765957
0.00520571442347061,1,0.279863481228669,0.437333333333333
0.00525357886700265,1,0.280821917808219,0.438502673796791
0.00526529420473237,1,0.281786941580756,0.439678284182306
0.00531556278850962,1,0.282758620689655,0.440860215053763
0.00544241387700491,1,0.283737024221453,0.442048517520216
0.00553493708992886,1,0.284722222222222,0.443243243243243
0.00555035716381593,1,0.285714285714286,0.444444444444444
0.00561552952695644,1,0.286713286713287,0.445652173913044
0.00567282581719265,1,0.287719298245614,0.446866485013624
0.00570989043129675,1,0.288732394366197,0.448087431693989
0.00576716384063345,0.98780487804878,0.286219081272085,0.443835616438356
0.00582000452226502,0.98780487804878,0.287234042553192,0.445054945054945
0.00585473370114774,0.98780487804878,0.288256227758007,0.446280991735537
0.00596757150101083,0.98780487804878,0.289285714285714,0.447513812154696
0.00608231100256063,0.98780487804878,0.290322580645161,0.448753462603878
0.00611777935093785,0.98780487804878,0.29136690647482,0.45
0.00620847858585126,0.98780487804878,0.292418772563177,0.45125348189415
0.00632062744344781,0.98780487804878,0.293478260869565,0.452513966480447
0.00639582038043533,0.975609756097561,0.291970802919708,0.449438202247191
0.00643589095463145,0.975609756097561,0.293040293040293,0.450704225352113
0.0064549779758752,0.975609756097561,0.294117647058824,0.451977401129943
0.00650370669053096,0.975609756097561,0.296296296296296,0.454545454545455
0.00655604595246097,0.975609756097561,0.297397769516729,0.455840455840456
0.00658932811389498,0.975609756097561,0.298507462686567,0.457142857142857
0.00663199618582516,0.975609756097561,0.300751879699248,0.459770114942529
0.0066556889741485,0.975609756097561,0.30188679245283,0.461095100864553
0.00674369453697514,0.975609756097561,0.303030303030303,0.46242774566474
0.00694607156210817,0.975609756097561,0.304182509505703,0.463768115942029
0.00708719666111478,0.975609756097561,0.305343511450382,0.465116279069767
0.00711312928572103,0.975609756097561,0.306513409961686,0.466472303206997
0.00715564407989867,0.975609756097561,0.307692307692308,0.467836257309942
0.00723625017591186,0.975609756097561,0.308880308880309,0.469208211143695
0.00729370976264138,0.975609756097561,0.310077519379845,0.470588235294118
0.00732953131125187,0.975609756097561,0.311284046692607,0.471976401179941
0.00752243085832314,0.975609756097561,0.3125,0.473372781065089
0.00769715039726422,0.975609756097561,0.313725490196078,0.474777448071217
0.00785753594600789,0.975609756097561,0.316205533596838,0.477611940298508
0.00807530842105394,0.975609756097561,0.317460317460317,0.479041916167665
0.00814156431213847,0.975609756097561,0.318725099601594,0.48048048048048
0.00825695843938275,0.975609756097561,0.32,0.481927710843373
0.00839344919355897,0.975609756097561,0.321285140562249,0.483383685800604
0.00849538318781674,0.975609756097561,0.32258064516129,0.484848484848485
0.00860188418623534,0.975609756097561,0.323886639676113,0.486322188449848
0.00865622813853086,0.975609756097561,0.32520325203252,0.48780487804878
0.00871602628951913,0.975609756097561,0.326530612244898,0.489296636085627
0.00876752385800992,0.975609756097561,0.327868852459016,0.49079754601227
0.00888830380407989,0.975609756097561,0.330578512396694,0.493827160493827
0.00903446670875528,0.975609756097561,0.33195020746888,0.495356037151703
0.00929338581323697,0.975609756097561,0.333333333333333,0.496894409937888
0.00954139573880932,0.975609756097561,0.334728033472803,0.498442367601246
0.00962796734360898,0.975609756097561,0.337552742616034,0.501567398119122
0.0096984161800186,0.975609756097561,0.338983050847458,0.50314465408805
0.00975941391711367,0.975609756097561,0.340425531914894,0.504731861198738
0.00982129355994807,0.975609756097561,0.341880341880342,0.506329113924051
0.00987994627788242,0.975609756097561,0.343347639484978,0.507936507936508
0.00993808176792486,0.975609756097561,0.344827586206897,0.509554140127389
0.0101742422979517,0.975609756097561,0.346320346320346,0.511182108626198
0.0104863633811158,0.975609756097561,0.347826086956522,0.512820512820513
0.0105922764091819,0.975609756097561,0.349344978165939,0.514469453376206
0.0106585176402542,0.975609756097561,0.350877192982456,0.516129032258065
0.0108473003791675,0.975609756097561,0.352422907488987,0.517799352750809
0.0109987051959999,0.975609756097561,0.353982300884956,0.519480519480519
0.0110267213120115,0.975609756097561,0.355555555555556,0.521172638436482
0.0110779305635744,0.975609756097561,0.357142857142857,0.522875816993464
0.0111511606892966,0.975609756097561,0.358744394618834,0.524590163934426
0.0111918873073615,0.963414634146341,0.355855855855856,0.519736842105263
0.0112455587892279,0.963414634146341,0.357466063348416,0.521452145214522
0.0114934220377549,0.963414634146341,0.359090909090909,0.52317880794702
0.0117512172611002,0.963414634146341,0.360730593607306,0.524916943521595
0.0118718297783085,0.963414634146341,0.362385321100917,0.526666666666667
0.0120741054940097,0.963414634146341,0.36405529953917,0.528428093645485
0.0123146508651971,0.963414634146341,0.365740740740741,0.530201342281879
0.0124229923569976,0.963414634146341,0.367441860465116,0.531986531986532
0.0124443893057192,0.963414634146341,0.369158878504673,0.533783783783784
0.0124960060111118,0.963414634146341,0.372641509433962,0.537414965986395
0.012597643077647,0.963414634146341,0.374407582938389,0.539249146757679
0.012813267045365,0.963414634146341,0.376190476190476,0.541095890410959
0.0130954170942577,0.963414634146341,0.37799043062201,0.542955326460481
0.013347551348684,0.963414634146341,0.379807692307692,0.544827586206897
0.0135548259421775,0.963414634146341,0.381642512077295,0.546712802768166
0.0136726784236668,0.963414634146341,0.383495145631068,0.548611111111111
0.0138091101260529,0.963414634146341,0.387254901960784,0.552447552447553
