"Threshold","Recall","Precision"
0.00223522616187783,1,0.147747747747748
0.00224035774401657,1,0.148014440433213
0.00224516957020915,1,0.148282097649186
0.00224961335568502,1,0.148550724637681
0.00225452122426614,1,0.148820326678766
0.00225837788685102,1,0.149090909090909
0.00226430871994124,1,0.14936247723133
0.00226800412794995,1,0.14963503649635
0.00226959086618634,1,0.149908592321755
0.0022708380604688,1,0.15018315018315
0.00227276116940065,1,0.15045871559633
0.00227470322345298,1,0.150735294117647
0.00227639975566637,1,0.151012891344383
0.00227923551911551,1,0.151291512915129
0.00228387132877991,1,0.151571164510166
0.00228818921653606,1,0.151851851851852
0.00229404182870936,1,0.152133580705009
0.00230284362729878,1,0.152416356877323
0.00230837365306445,1,0.152700186219739
0.00231218632033752,1,0.152985074626866
0.00231607884431092,1,0.153271028037383
0.00231931992007337,1,0.153558052434457
0.0023259722416757,1,0.153846153846154
0.00233413747005585,1,0.154135338345865
0.00233714852844166,1,0.154425612052731
0.00234355456764264,1,0.154716981132075
0.00235023772284948,1,0.155009451795841
0.00235771047441762,1,0.15530303030303
0.00236527290839969,1,0.155597722960152
0.0023669769376096,1,0.155893536121673
0.00236989203560048,1,0.156488549618321
0.00237151713441104,1,0.15678776290631
0.00237230529319701,1,0.157088122605364
0.00237364469273592,1,0.157389635316699
0.00237464319167192,1,0.157692307692308
0.00237575651359257,1,0.157996146435453
0.00237687597527577,1,0.158301158301158
0.00238045375873371,1,0.158607350096712
0.00238378196885784,1,0.158914728682171
0.00238493451012662,1,0.159223300970874
0.00238628999724317,1,0.159533073929961
0.00239096655099087,1,0.159844054580897
0.00240189137671276,1,0.16015625
0.00241116808999934,1,0.160469667318982
0.00241470660288607,1,0.16078431372549
0.00241577340591309,1,0.161100196463654
0.00241626305705828,1,0.161417322834646
0.00241684568844281,1,0.161735700197239
0.00241763507694562,1,0.162055335968379
0.00242004667910807,1,0.162376237623762
0.00242739497523987,1,0.162698412698413
0.00243349069906908,1,0.163021868787276
0.00243851440866667,1,0.163346613545817
0.00244424667446217,1,0.163672654690619
0.00244564833958713,1,0.164
0.00244621198514823,1,0.164328657314629
0.00244708958437039,1,0.164658634538153
0.00244843425682822,1,0.164989939637827
0.00245043112522978,1,0.165322580645161
0.00245177229889274,1,0.165656565656566
0.00245664423282117,1,0.165991902834008
0.00246340334571294,1,0.16632860040568
0.00246843500570177,1,0.166666666666667
0.00247129182996716,1,0.167006109979633
0.00247191607213055,1,0.16734693877551
0.00247278412911653,1,0.167689161554192
0.00247460025420354,1,0.168032786885246
0.0024785461290327,1,0.168377823408624
0.0024821585805466,1,0.168724279835391
0.00248368733037448,1,0.169072164948454
0.00248483500797717,1,0.169421487603306
0.0024861309574766,1,0.169772256728778
0.00248817724198544,1,0.170124481327801
0.00249062051679736,1,0.170833333333333
0.00249201973180633,1,0.171189979123173
0.00249311356385611,1,0.171548117154812
0.00249764989977427,1,0.171907756813417
0.00250639919209422,1,0.172268907563025
0.00251264090984034,1,0.172631578947368
0.00251587510812252,1,0.173361522198731
0.00252240198720447,1,0.173728813559322
0.00252921849601341,1,0.174097664543524
0.00253493018519178,1,0.174468085106383
0.00254179694573372,1,0.174840085287847
0.0025458707142523,1,0.175213675213675
0.00254703354304389,1,0.17558886509636
0.0025511769044938,1,0.175965665236052
0.00255514391951026,1,0.176724137931034
0.00255723300157363,1,0.177105831533477
0.00255937163357425,1,0.177489177489178
0.00255985034134659,1,0.177874186550976
0.00256238251466371,1,0.178260869565217
0.00257133419825383,1,0.178649237472767
0.00257866095755108,1,0.179039301310044
0.00258343033221285,1,0.179431072210066
0.00258853543749308,1,0.179824561403509
0.00259747054029351,1,0.18021978021978
0.00261063601871859,1,0.180616740088106
0.00261887681577044,1,0.181015452538631
0.00262296245015448,1,0.181818181818182
0.00262417403876266,1,0.182222222222222
0.00262851351444462,1,0.182628062360802
0.00263470875681478,1,0.183035714285714
0.00264160140610332,1,0.1834451901566
0.00264933810147476,1,0.183856502242152
0.00265336993406493,1,0.184269662921348
0.00265690301151356,1,0.184684684684685
0.00266074316357493,1,0.18510158013544
0.002664826789201,1,0.18552036199095
0.00267023935098234,1,0.1859410430839
0.00267392724644563,1,0.186363636363636
0.00267485759474899,1,0.186788154897494
0.00267907608489427,1,0.187214611872146
0.0026855535832263,1,0.187643020594966
0.00268876658234052,1,0.188505747126437
0.00268973033537199,1,0.188940092165899
0.00269668072287545,1,0.189376443418014
0.00270908910710895,1,0.189814814814815
0.00272004358341035,1,0.190255220417633
0.00273324552470306,1,0.190697674418605
0.00274690188797667,1,0.191142191142191
0.00275844418780731,1,0.191588785046729
0.00276652312385879,1,0.192037470725995
0.00276926874121476,1,0.192488262910798
0.00277164540562281,1,0.192941176470588
0.00277694641124757,1,0.193396226415094
0.00278243282379812,1,0.193853427895981
0.00278582217966964,1,0.194312796208531
0.00278890354270273,1,0.194774346793349
0.00280031825172244,1,0.195238095238095
0.00281096530136256,1,0.195704057279236
0.00281234473655117,1,0.196172248803828
0.00281627710980417,1,0.196642685851319
0.00282770843938363,1,0.197115384615385
0.00283741921334798,1,0.197590361445783
0.00284117533206594,1,0.198067632850242
0.00284543458151845,1,0.198547215496368
0.00286004362891884,1,0.199029126213592
0.00287469767232187,1,0.199513381995134
0.00287761927137614,1,0.2
0.00287910210183139,1,0.200488997555012
0.0028804289608948,1,0.200980392156863
0.00288390510544565,1,0.201474201474201
0.00290410536373186,1,0.201970443349754
0.00292161108489793,1,0.202469135802469
0.00292419522182081,1,0.202970297029703
0.00292736618671079,1,0.203473945409429
0.00293476245027467,1,0.203980099502488
0.00294360441043595,1,0.204488778054863
0.00294997939627955,1,0.205
0.00296067077523466,1,0.205513784461153
0.0029709806908478,1,0.206030150753769
0.00298143272010103,1,0.206549118387909
0.00299149676625446,1,0.207070707070707
0.00299732969956892,1,0.207594936708861
0.00300316278934059,1,0.208121827411168
0.00300626707603667,1,0.208651399491094
0.00300969721175703,1,0.209183673469388
0.00301756451447671,1,0.209718670076726
0.00302423426281916,1,0.210796915167095
0.00302874551718627,1,0.211340206185567
0.00303249043932247,1,0.211886304909561
0.00303626198119021,1,0.212435233160622
0.00304363375759989,1,0.212987012987013
0.00305059270456849,1,0.213541666666667
0.00305286904649136,1,0.214099216710183
0.0030615176316138,1,0.214659685863874
0.00308926751348732,1,0.215223097112861
0.00311149108082477,1,0.215789473684211
0.00311845190904581,1,0.216358839050132
0.0031226211605187,1,0.216931216931217
0.0031300512979482,1,0.217506631299735
0.00314392685419783,1,0.218085106382979
0.00315966096321703,1,0.218666666666667
0.00316940744640929,1,0.219251336898396
0.00317401656516951,1,0.219839142091153
0.0031814500266507,1,0.220430107526882
0.00318615654325709,1,0.221024258760108
0.00318768270579087,1,0.221621621621622
0.0031955602096881,1,0.222222222222222
0.00320749421703451,1,0.222826086956522
0.00321471238694579,1,0.223433242506812
0.00323103958363146,1,0.224043715846995
0.00324834588268486,1,0.224657534246575
0.00325374465419991,1,0.225274725274725
0.00327748696541391,1,0.225895316804408
0.00330012294687324,1,0.226519337016575
0.00330663361061038,1,0.227146814404432
0.00331498132194038,1,0.227777777777778
0.00333062595515108,1,0.22841225626741
0.00334602897099527,1,0.2296918767507
0.00334982379152357,1,0.230337078651685
0.00335750856957542,1,0.230985915492958
0.00336364481349618,1,0.231638418079096
0.00337491169345857,1,0.232294617563739
0.00339193127034653,1,0.232954545454545
0.0033982443037732,1,0.233618233618234
0.00340356597900353,1,0.234285714285714
0.00341464599684092,1,0.234957020057307
0.00342406007242294,1,0.235632183908046
0.00343810374436373,1,0.236311239193084
0.00346080573059086,1,0.236994219653179
0.0034756755218555,1,0.23768115942029
0.00350397866555694,1,0.238372093023256
0.00353680957720644,1,0.239067055393586
0.003546992022067,1,0.239766081871345
0.00355170039261398,1,0.240469208211144
0.00359340078623953,1,0.241176470588235
0.00364286176061955,1,0.24188790560472
0.00367445703402853,1,0.242603550295858
0.00369807124417466,1,0.243323442136499
0.00370737196126446,1,0.244047619047619
0.00371651503111078,1,0.244776119402985
0.00372535497030871,1,0.245508982035928
0.00375061507997003,1,0.246246246246246
0.00377284377987382,1,0.246987951807229
0.00377866488417505,1,0.24773413897281
0.00378414207822167,1,0.248484848484848
0.00378966383246222,1,0.249240121580547
0.00379556062092907,1,0.25
0.00382422397660048,1,0.250764525993884
0.00385154009064606,1,0.251533742331288
0.00385879135910891,1,0.252307692307692
0.00387916174472879,1,0.253086419753086
0.00389703151469001,1,0.253869969040248
0.0039038119203876,1,0.254658385093168
0.00396203843070292,1,0.255451713395639
0.00402333779570264,1,0.25625
0.00404791383731478,1,0.25705329153605
0.00406787254237052,1,0.257861635220126
0.00415229207719366,1,0.258675078864353
0.00423980409343744,1,0.259493670886076
0.00425801507252624,1,0.26031746031746
0.00427342888327612,1,0.261146496815287
0.00428517749737494,1,0.261980830670927
0.00429500341497532,1,0.262820512820513
0.00430697056541061,1,0.263665594855305
0.00432332607368588,1,0.264516129032258
0.00435086996108298,1,0.26537216828479
0.00439318503830761,1,0.266233766233766
0.00443071073199671,1,0.267100977198697
0.0044529167082235,1,0.26797385620915
0.00447703173286693,1,0.268852459016393
0.00450952196106591,1,0.269736842105263
0.00461138928614409,1,0.270627062706271
0.00470244546289097,1,0.271523178807947
0.0047661125451253,1,0.272425249169435
0.0048313236895668,1,0.273333333333333
0.00484073798640681,1,0.275167785234899
0.00492470225600587,1,0.276094276094276
0.00503507895219355,1,0.277027027027027
0.00507959929207736,1,0.277966101694915
0.00512689716557975,1,0.27891156462585
0.00520571442347061,1,0.279863481228669
0.00525357886700265,1,0.280821917808219
0.00526529420473237,1,0.281786941580756
0.00531556278850962,1,0.282758620689655
0.00544241387700491,1,0.283737024221453
0.00553493708992886,1,0.284722222222222
0.00555035716381593,1,0.285714285714286
0.00561552952695644,1,0.286713286713287
0.00567282581719265,1,0.287719298245614
0.00570989043129675,1,0.288732394366197
0.00576716384063345,0.98780487804878,0.286219081272085
0.00582000452226502,0.98780487804878,0.287234042553192
0.00585473370114774,0.98780487804878,0.288256227758007
0.00596757150101083,0.98780487804878,0.289285714285714
0.00608231100256063,0.98780487804878,0.290322580645161
0.00611777935093785,0.98780487804878,0.29136690647482
0.00620847858585126,0.98780487804878,0.292418772563177
0.00632062744344781,0.98780487804878,0.293478260869565
0.00639582038043533,0.975609756097561,0.291970802919708
0.00643589095463145,0.975609756097561,0.293040293040293
0.0064549779758752,0.975609756097561,0.294117647058824
0.00650370669053096,0.975609756097561,0.296296296296296
0.00655604595246097,0.975609756097561,0.297397769516729
0.00658932811389498,0.975609756097561,0.298507462686567
0.00663199618582516,0.975609756097561,0.300751879699248
0.0066556889741485,0.975609756097561,0.30188679245283
0.00674369453697514,0.975609756097561,0.303030303030303
0.00694607156210817,0.975609756097561,0.304182509505703
0.00708719666111478,0.975609756097561,0.305343511450382
0.00711312928572103,0.975609756097561,0.306513409961686
0.00715564407989867,0.975609756097561,0.307692307692308
0.00723625017591186,0.975609756097561,0.308880308880309
0.00729370976264138,0.975609756097561,0.310077519379845
0.00732953131125187,0.975609756097561,0.311284046692607
0.00752243085832314,0.975609756097561,0.3125
0.00769715039726422,0.975609756097561,0.313725490196078
0.00785753594600789,0.975609756097561,0.316205533596838
0.00807530842105394,0.975609756097561,0.317460317460317
0.00814156431213847,0.975609756097561,0.318725099601594
0.00825695843938275,0.975609756097561,0.32
0.00839344919355897,0.975609756097561,0.321285140562249
0.00849538318781674,0.975609756097561,0.32258064516129
0.00860188418623534,0.975609756097561,0.323886639676113
0.00865622813853086,0.975609756097561,0.32520325203252
0.00871602628951913,0.975609756097561,0.326530612244898
0.00876752385800992,0.975609756097561,0.327868852459016
0.00888830380407989,0.975609756097561,0.330578512396694
0.00903446670875528,0.975609756097561,0.33195020746888
0.00929338581323697,0.975609756097561,0.333333333333333
0.00954139573880932,0.975609756097561,0.334728033472803
0.00962796734360898,0.975609756097561,0.337552742616034
0.0096984161800186,0.975609756097561,0.338983050847458
0.00975941391711367,0.975609756097561,0.340425531914894
0.00982129355994807,0.975609756097561,0.341880341880342
0.00987994627788242,0.975609756097561,0.343347639484978
0.00993808176792486,0.975609756097561,0.344827586206897
0.0101742422979517,0.975609756097561,0.346320346320346
0.0104863633811158,0.975609756097561,0.347826086956522
0.0105922764091819,0.975609756097561,0.349344978165939
0.0106585176402542,0.975609756097561,0.350877192982456
0.0108473003791675,0.975609756097561,0.352422907488987
0.0109987051959999,0.975609756097561,0.353982300884956
0.0110267213120115,0.975609756097561,0.355555555555556
0.0110779305635744,0.975609756097561,0.357142857142857
0.0111511606892966,0.975609756097561,0.358744394618834
0.0111918873073615,0.963414634146341,0.355855855855856
0.0112455587892279,0.963414634146341,0.357466063348416
0.0114934220377549,0.963414634146341,0.359090909090909
0.0117512172611002,0.963414634146341,0.360730593607306
0.0118718297783085,0.963414634146341,0.362385321100917
0.0120741054940097,0.963414634146341,0.36405529953917
0.0123146508651971,0.963414634146341,0.365740740740741
0.0124229923569976,0.963414634146341,0.367441860465116
0.0124443893057192,0.963414634146341,0.369158878504673
0.0124960060111118,0.963414634146341,0.372641509433962
0.012597643077647,0.963414634146341,0.374407582938389
0.012813267045365,0.963414634146341,0.376190476190476
0.0130954170942577,0.963414634146341,0.37799043062201
0.013347551348684,0.963414634146341,0.379807692307692
0.0135548259421775,0.963414634146341,0.381642512077295
0.0136726784236668,0.963414634146341,0.383495145631068
0.0138091101260529,0.963414634146341,0.387254901960784
0.0140474248742654,0.963414634146341,0.389162561576355
0.0142440734151694,0.963414634146341,0.391089108910891
0.0143622523979724,0.963414634146341,0.395
0.0144637656874598,0.963414634146341,0.396984924623116
0.0145600819764787,0.963414634146341,0.398989898989899
0.0147533771710696,0.963414634146341,0.401015228426396
0.0149537763889715,0.963414634146341,0.403061224489796
0.0152122171127137,0.963414634146341,0.405128205128205
0.0156311489962163,0.963414634146341,0.407216494845361
0.0158494855686584,0.963414634146341,0.409326424870466
0.0158834050846479,0.963414634146341,0.411458333333333
0.0160554784627564,0.963414634146341,0.413612565445026
0.0162727922448399,0.963414634146341,0.41578947368421
0.016407717587057,0.963414634146341,0.417989417989418
0.0164714575032337,0.963414634146341,0.420212765957447
0.0164927542281516,0.963414634146341,0.424731182795699
0.0166579984275227,0.963414634146341,0.427027027027027
0.0168343762666106,0.963414634146341,0.429347826086957
0.0170157642052005,0.963414634146341,0.434065934065934
0.0173028909652313,0.951219512195122,0.430939226519337
0.0176012438196062,0.951219512195122,0.435754189944134
0.0179526215670112,0.951219512195122,0.438202247191011
0.0184320419114697,0.951219512195122,0.440677966101695
0.0187812662547213,0.951219512195122,0.443181818181818
0.0189981048524292,0.951219512195122,0.445714285714286
0.0191797317227091,0.951219512195122,0.450867052023121
0.0198425822930735,0.951219512195122,0.453488372093023
0.0209618811079141,0.951219512195122,0.458823529411765
0.0215867143654342,0.951219512195122,0.461538461538462
0.0217522851081198,0.951219512195122,0.464285714285714
0.021782044162792,0.951219512195122,0.467065868263473
0.0219054049718056,0.951219512195122,0.469879518072289
0.0220997897022141,0.951219512195122,0.472727272727273
0.0222343943394838,0.951219512195122,0.475609756097561
0.0223223370410634,0.951219512195122,0.478527607361963
0.0224653826577515,0.951219512195122,0.481481481481481
0.0226341578012667,0.951219512195122,0.484472049689441
0.0229193106447766,0.951219512195122,0.490566037735849
0.0234616307210049,0.951219512195122,0.493670886075949
0.0239561480047107,0.939024390243902,0.490445859872611
0.0246558495868332,0.939024390243902,0.493589743589744
0.0253738888739351,0.926829268292683,0.490322580645161
0.0258568242024208,0.926829268292683,0.493506493506494
0.0264678828254743,0.914634146341463,0.490196078431373
0.0271234558170852,0.914634146341463,0.493421052631579
0.0282096615430961,0.914634146341463,0.496688741721854
0.0294505337258588,0.914634146341463,0.5
0.0301302672667678,0.914634146341463,0.503355704697987
0.0303668411347791,0.914634146341463,0.506756756756757
0.0304525773547837,0.914634146341463,0.510204081632653
0.0305894922640222,0.902439024390244,0.506849315068493
0.03084628072431,0.902439024390244,0.510344827586207
0.0311841235003566,0.902439024390244,0.513888888888889
0.0314326871978968,0.902439024390244,0.517482517482517
0.0316147723913272,0.902439024390244,0.52112676056338
0.0320864095080658,0.902439024390244,0.524822695035461
0.0324931569337113,0.902439024390244,0.532374100719424
0.0337870493898658,0.902439024390244,0.536231884057971
0.0356083940206887,0.902439024390244,0.54014598540146
0.0366778056789145,0.902439024390244,0.544117647058824
0.0381791858350568,0.902439024390244,0.548148148148148
0.0392618804121793,0.890243902439024,0.544776119402985
0.0397057173979182,0.890243902439024,0.548872180451128
0.0410311196532581,0.890243902439024,0.553030303030303
0.0432111979961062,0.890243902439024,0.557251908396947
0.044531148750193,0.890243902439024,0.561538461538462
0.0450626112634723,0.890243902439024,0.565891472868217
0.0458033879829305,0.890243902439024,0.5703125
0.0461602977184663,0.878048780487805,0.566929133858268
0.0466666207822772,0.878048780487805,0.571428571428571
0.0476787639211619,0.878048780487805,0.576
0.0484159226951103,0.878048780487805,0.580645161290323
0.048640238429691,0.865853658536585,0.577235772357724
0.049284779873846,0.853658536585366,0.573770491803279
0.0503421304447865,0.853658536585366,0.583333333333333
0.0519821299719819,0.853658536585366,0.588235294117647
0.0537805501440866,0.841463414634146,0.584745762711865
0.054556679892857,0.841463414634146,0.58974358974359
0.0572041144653565,0.841463414634146,0.594827586206896
0.0615884387072618,0.841463414634146,0.6
0.0669617874586765,0.841463414634146,0.605263157894737
0.0722208300204653,0.841463414634146,0.610619469026549
0.0742981355514839,0.841463414634146,0.616071428571429
0.0749643016543615,0.829268292682927,0.612612612612613
0.0753932500389436,0.829268292682927,0.618181818181818
0.0770252975768304,0.817073170731707,0.614678899082569
0.0789137303055144,0.817073170731707,0.62037037037037
0.0803528357959145,0.817073170731707,0.626168224299066
0.0854482282289724,0.817073170731707,0.638095238095238
0.0901819206174558,0.817073170731707,0.644230769230769
0.092655074319097,0.817073170731707,0.650485436893204
0.10041437154565,0.817073170731707,0.656862745098039
0.10793512012744,0.817073170731707,0.663366336633663
0.10970844618049,0.804878048780488,0.66
0.113042721985214,0.804878048780488,0.666666666666667
0.116834911964632,0.804878048780488,0.673469387755102
0.123940112577669,0.804878048780488,0.68041237113402
0.130345401084781,0.804878048780488,0.6875
0.138984035188952,0.804878048780488,0.694736842105263
0.150568426428693,0.804878048780488,0.702127659574468
0.155071367079487,0.804878048780488,0.709677419354839
0.158516990555222,0.804878048780488,0.717391304347826
0.167938977537571,0.804878048780488,0.725274725274725
0.178339817891601,0.804878048780488,0.733333333333334
0.183289091170219,0.804878048780488,0.741573033707865
0.18752060994285,0.792682926829268,0.738636363636364
0.193442042295278,0.792682926829268,0.747126436781609
0.224407330060937,0.792682926829268,0.755813953488372
0.273835559922053,0.792682926829268,0.764705882352941
0.321852871275301,0.792682926829268,0.773809523809524
0.355232400139747,0.780487804878049,0.771084337349398
0.364434857614785,0.768292682926829,0.768292682926829
0.367583301892754,0.768292682926829,0.777777777777777
0.379097610094121,0.768292682926829,0.7875
0.393196098079213,0.768292682926829,0.79746835443038
0.399227250012953,0.75609756097561,0.794871794871795
0.406446110288575,0.75609756097561,0.805194805194805
0.415297377684137,0.75609756097561,0.815789473684211
0.419094313229122,0.75609756097561,0.826666666666667
0.427736143168633,0.75609756097561,0.837837837837838
0.443309716649421,0.75609756097561,0.849315068493151
0.452123917995242,0.75609756097561,0.861111111111111
0.455932195166046,0.75609756097561,0.873239436619718
0.46866810402654,0.75609756097561,0.885714285714286
0.505987005058614,0.74390243902439,0.884057971014493
0.537860672096168,0.731707317073171,0.882352941176471
0.549121687033314,0.719512195121951,0.880597014925373
0.56118048542213,0.707317073170732,0.878787878787879
0.567759233594506,0.695121951219512,0.876923076923077
0.576350160506166,0.695121951219512,0.890625
0.592007001250504,0.695121951219512,0.904761904761905
0.629785468896148,0.695121951219512,0.919354838709677
0.680265122242687,0.682926829268293,0.918032786885245
0.73134828974018,0.682926829268293,0.933333333333334
0.764038151384011,0.682926829268293,0.949152542372881
0.768554910189234,0.670731707317073,0.948275862068965
0.774524517831288,0.670731707317073,0.964912280701754
0.780053947569336,0.658536585365854,0.964285714285714
0.787248112808348,0.646341463414634,0.963636363636363
0.793351605123864,0.634146341463415,0.962962962962962
0.799252778840943,0.621951219512195,0.962264150943396
0.810035463823446,0.609756097560976,0.961538461538461
0.816783430453261,0.597560975609756,0.96078431372549
0.819065004342721,0.585365853658537,0.959999999999999
0.82217580464559,0.573170731707317,0.959183673469387
0.825208003822433,0.560975609756098,0.958333333333333
0.83533617620953,0.536585365853659,0.956521739130434
0.84472798819604,0.524390243902439,0.955555555555555
0.851198435735924,0.51219512195122,0.954545454545454
0.85923156078837,0.5,0.953488372093023
0.862591618444913,0.48780487804878,0.952380952380952
0.86658825846991,0.475609756097561,0.951219512195121
0.87112218558998,0.463414634146341,0.949999999999999
0.879034707540139,0.451219512195122,0.948717948717948
0.887705924006347,0.439024390243902,0.947368421052631
0.893897321779907,0.426829268292683,0.945945945945945
0.905719958379326,0.414634146341463,0.944444444444444
0.917064036086865,0.414634146341463,0.971428571428572
0.923297216727462,0.402439024390244,0.970588235294118
0.926389393356003,0.390243902439024,0.96969696969697
0.926622930750372,0.378048780487805,0.968750000000001
0.926922478654533,0.365853658536585,0.967741935483872
0.927389828325981,0.353658536585366,0.966666666666667
0.93566920108416,0.353658536585366,1
0.945794771310904,0.341463414634146,1
0.948362406210572,0.329268292682927,1
